,tm,num_atms,r2extent,edmn,eqmn,total_energy,hlg,cpe,cce,cde,cre,ctne,smd
16072,537.65,26.0,3965.6118,4.10635506137,13.4591237185,-934.080202653,0.22324,-11.76,30.03,-22.67,1.73,9.09,-0.29
16073,348.15,18.0,2621.3753,2.79883628317,7.53374249029,-658.597956034,0.22427,-9.94,23.8,-16.84,1.32,8.28,6.16
16074,532.75,56.0,12497.466,1.59425509565,13.5655170871,-3729.67141615,0.1953,-9.78,55.31,-36.35,2.67,21.63,7.68
16075,279.15,23.0,4816.4089,3.48715901129,19.195684528,-1022.35095656,0.19117,-11.41,29.35,-20.91,1.65,10.09,5.48
16076,324.15,26.0,5226.6356,3.33884441237,12.6793905449,-588.613140961,0.1927,-104106.32,33.19,-25.2,1.96,9.95,4.82
16077,512.15,14.0,4207.5192,0.0,12.1488717365,-2221.03565331,0.18589,-8.6,25.35,-19.89,1.58,7.03,4.1
16078,434.15,44.0,12324.8049,3.51202265084,34.3322241771,-1187.21689789,0.1431,-19.44,49.19,-33.67,2.54,18.05,10.45
16079,494.15,40.0,7305.6758,5.74118193493,19.3945720579,-973.75094438,0.15896,-19.75,41.66,-29.71,2.25,14.2,3.59
16080,447.0,28.0,5837.8444,3.42898651645,20.9092395378,-687.378677089,0.1799,-15.45,32.23,-23.71,1.84,10.35,6.22
16081,430.15,48.0,8530.2732,2.38816833996,25.5719138942,-1275.71073259,0.217,-11.33,43.99,-30.48,2.27,15.77,6.11
16082,392.15,34.0,10201.4846,5.80556046304,29.3865948691,-3580.96549467,0.15801,-16.79,42.17,-29.1,2.27,15.33,10.15
16083,408.15,15.0,2868.792,0.804538414248,12.1596801742,-979.644915284,0.20108,-8.42,22.53,-16.71,1.32,7.14,5.42
16084,337.15,33.0,7216.0112,4.02819640782,13.885604563,-3340.38360601,0.15083,-11.16,38.87,-27.34,2.08,13.62,5.46
16085,351.15,41.0,5227.4885,1.99465627615,7.01837079741,-661.516121305,0.30503,-7.66,36.85,-25.95,2.03,12.92,5.32
16086,263.15,34.0,5609.3264,5.40730996892,13.712233612,-803.097975416,0.23323,-9.97,38.38,-25.19,1.99,15.18,10.73
16087,336.15,49.0,22887.1242,3.81520508754,15.5181767605,-2520.3695427,0.20415,-10.63,57.52,-36.62,2.44,23.33,15.25
16088,478.15,40.0,10763.4489,7.33658277606,33.0256965368,-1258.20003595,0.15884,-29.8,43.34,-30.69,2.31,14.96,8.52
16089,455.15,26.0,5377.2647,5.13902065767,33.5080660579,-818.237555138,0.13755,-21.17,31.58,-23.2,1.78,10.15,8.15
16090,322.15,25.0,3033.7325,2.92022005164,10.5062439773,-613.976393011,0.18267,-8.81,28.88,-20.94,1.67,9.62,7.38
16091,316.15,17.0,2284.4848,1.44624609593,5.02490638321,-439.04230878,0.20923,-6.39,20.97,-15.9,1.26,6.33,2.69
16092,468.65,56.0,14353.2019,4.61421047309,30.9782715034,-1385.71432969,0.15688,-22.15,58.11,-36.46,2.73,24.38,10.45
16093,391.15,38.0,10205.3692,2.89192910874,41.0892222131,-1402.23289166,0.14166,-22.76,46.54,-29.95,2.29,18.89,15.28
16094,462.65,139.0,66608.8252,18.5405068874,178.992292696,-3074.65250538,0.17016,-64.81,126.89,-69.64,5.14,62.39,26.39
16095,501.15,22.0,5085.1064,2.26215225173,27.2628543047,-1449.03358116,0.15428,-14.78,30.51,-22.51,1.8,9.8,3.9
16096,307.15,12.0,1367.0738,5.54256158558,10.2955055592,-439.758730693,0.20302,-10.68,18.55,-13.12,1.06,6.49,3.76
16097,449.15,35.0,10210.9175,7.63160409744,28.8903281184,-1048.31630332,0.15154,-19.75,40.26,-28.96,2.17,13.47,10.34
16098,364.15,21.0,4357.9687,5.19519074722,21.5694187335,-739.836211343,0.16218,-16.55,27.04,-19.88,1.56,8.72,9.0
16099,311.15,18.0,2441.2438,1.79167977608,11.1872008858,-470.910943368,0.19982,-102212.63,26.04,-20.48,1.63,7.19,4.95
16100,453.65,44.0,5973.8115,1.73072579284,7.93569606147,-829.947660163,0.19926,-10.93,42.31,-28.55,2.22,15.98,6.04
16101,410.15,34.0,6239.9503,1.61463921357,19.4327189315,-823.225259532,0.19742,-12.44,37.67,-26.38,2.09,13.38,8.48
16102,390.15,57.0,9328.7015,1.07358736021,9.68024713579,-971.179356269,0.3087,-5.62,47.11,-33.69,2.47,15.89,6.11
16103,337.15,27.0,5444.9686,4.07814250609,7.84609328966,-727.281922708,0.15252,-13.02,32.07,-23.3,1.83,10.6,8.25
16104,326.15,17.0,2528.3101,1.89887838736,7.79690896446,-943.719920446,0.18841,-7.38,24.01,-17.44,1.38,7.94,5.11
16105,438.15,40.0,11505.4396,4.4401834613,20.5227378059,-1814.3009221,0.14732,-19.11,48.54,-32.5,2.45,18.49,7.24
16106,464.15,31.0,8607.9361,2.37863811665,5.82766203636,-1008.44354875,0.13481,-15.39,36.69,-26.67,1.97,11.99,8.29
16107,570.15,28.0,4027.5872,5.34590669298,9.67182428914,-683.545846857,0.16119,-17.19,30.9,-23.05,1.75,9.6,1.77
16108,305.15,22.0,2919.3014,4.59489545039,15.0286901954,-628.779189079,0.19833,-9.03,27.19,-19.43,1.54,9.3,8.29
16109,414.15,83.0,22635.6609,2.2893048945,18.3205797062,-1436.13975485,0.2599,-16.88,69.64,-45.78,3.36,27.22,10.51
16110,408.15,23.0,3609.8346,1.46445630184,17.5636124004,-703.942499267,0.14346,-9.79,27.45,-20.34,1.58,8.7,7.87
16111,322.15,30.0,5707.7157,2.63771440645,15.391074482,-841.64043756,0.17256,-14.24,35.08,-24.96,1.93,12.05,8.54
16112,465.15,33.0,8264.9195,3.51923331707,25.6935223735,-989.293783801,0.15521,-13.68,37.7,-27.94,2.12,11.87,7.06
16113,386.15,31.0,5059.4016,2.86100577769,26.8253227162,-953.974050864,0.20713,-16.35,35.93,-24.38,1.91,13.46,9.82
16114,552.15,31.0,5047.6236,2.20361465098,9.23864421276,-726.633363016,0.10913,-11.74,33.65,-24.7,1.88,10.82,2.83
16115,372.65,46.0,14766.0779,9.41996724676,23.0509676613,-1486.62622891,0.16985,-24.43,50.45,-35.48,2.65,17.62,5.7
16116,416.15,30.0,4224.8312,2.11683180484,15.0044429417,-624.350501414,0.18358,-103593.78,35.04,-26.17,2.02,10.88,5.93
16117,400.15,11.0,1639.606,2.92779106666,11.6720049263,-354.12623101,0.17288,-106261.79,19.73,-15.97,1.3,5.06,4.41
16118,408.65,87.0,34979.5219,5.60775960077,22.4680266868,-2649.52767163,0.10618,-32.27,85.28,-51.88,3.69,37.08,15.87
16119,374.15,34.0,3330.194,4.79331286377,16.9508212509,-673.956754183,0.19914,-13.46,32.62,-23.18,1.78,11.22,6.3
16120,411.15,26.0,5338.5281,4.33082607016,20.9626314942,-1198.81041237,0.18589,-21.85,31.6,-23.69,1.79,9.7,4.36
16121,454.15,16.0,3808.4539,9.30987203779,38.02709037,-472.08624634,0.16906,-20.72,23.01,-15.75,1.28,8.54,6.64
16122,362.15,30.0,10699.2151,0.000173205080757,17.9962720331,-1362.03503887,0.2131,-8.96,39.83,-25.88,1.87,15.82,11.33
16123,382.15,37.0,6691.9318,1.9636295119,21.4258013696,-842.3853118,0.13571,-13.97,39.04,-27.52,2.09,13.61,7.0
16124,466.15,27.0,9577.2569,3.8726828401,42.0184899557,-1506.40962948,0.14438,-18.77,37.57,-26.5,1.9,12.97,7.53
16125,418.15,45.0,7857.3958,1.36634863413,6.78209119962,-980.166328253,0.20477,-13.31,46.97,-29.92,2.36,19.41,7.39
16126,416.15,47.0,11594.9163,1.81891520693,22.3288343713,-1131.41644298,0.17005,-17.09,50.85,-33.93,2.57,19.49,9.04
16127,432.15,14.0,2444.0884,4.13090017551,16.0541292103,-528.129801369,0.15497,-17.1,19.46,-14.61,1.19,6.03,6.06
16128,361.15,27.0,3368.9102,1.75464186089,9.37431598358,-653.052916056,0.20723,-12.79,30.38,-21.88,1.72,10.22,5.37
16129,462.0,45.0,7696.6536,1.88439847431,11.3021829768,-1076.03730265,0.20412,-10.84,44.25,-30.67,2.28,15.86,7.87
16130,466.15,74.0,19144.8246,2.0868615335,16.4223211657,-1281.11314281,0.22748,-13.84,64.15,-41.73,3.1,25.52,9.77
16131,479.15,26.0,5256.181,2.60138806601,14.4226108261,-1546.59844849,0.18451,-21.54,33.49,-23.35,1.89,12.03,5.94
16132,420.65,23.0,2518.8531,1.23704833374,6.35671064938,-538.530671325,0.17205,-7.91,25.72,-19.29,1.5,7.94,3.61
16133,505.15,14.0,1614.0436,7.83718312342,7.39769840356,-528.006537596,0.15325,-21.96,19.49,-14.66,1.19,6.03,6.75
16134,436.15,50.0,11065.4383,2.95462791058,45.3778619298,-1219.46353887,0.22531,-40.93,53.22,-32.91,2.54,22.86,10.33
16135,392.15,18.0,3158.6834,5.58618834806,12.8465448215,-754.539871888,0.15181,-14.94,24.64,-17.83,1.39,8.21,9.12
16136,353.15,28.0,3771.8225,5.15119807909,20.4353987341,-707.3634072,0.21253,-15.35,32.25,-22.14,1.77,11.88,8.4
16137,303.15,21.0,5600.7625,4.51892818929,15.8404803652,-1219.61793936,0.16427,-9.17,29.99,-21.12,1.6,10.47,7.05
16138,313.15,14.0,4574.144,2.7903406405,8.75077544907,-3156.11797397,0.21251,-5.88,22.68,-16.79,1.29,7.18,2.79
16139,356.15,23.0,3317.5173,2.22635402845,8.52213475721,-517.600997136,0.19503,-11.1,28.04,-19.85,1.63,9.82,3.85
16140,418.15,39.0,15278.9847,1.1612494521,8.83504482558,-2418.44580594,0.19785,-11.53,49.01,-32.01,2.09,19.08,12.25
16141,378.15,16.0,2882.0876,5.44938740502,6.16688281955,-1291.12372523,0.18596,-12.51,24.04,-18.8,1.38,6.62,3.21
16142,460.65,56.0,10246.3794,5.18579207643,20.4367941038,-1045.18186079,0.19372,-16.74,47.79,-33.44,2.43,16.78,7.97
16143,310.15,34.0,6713.1344,4.14721375986,9.05255765185,-803.089229029,0.21984,-14.99,38.37,-26.62,2.09,13.84,6.76
16144,579.15,59.0,8171.7075,2.53420556783,9.31609412039,-1307.9881391,0.2882,-17.48,47.96,-33.89,2.42,16.49,7.56
16145,413.15,71.0,31349.3506,3.36317808479,31.4721833569,-1670.13361125,0.20652,-25.08,75.91,-48.3,3.71,31.32,13.66
16146,534.15,29.0,5706.8775,10.9522855172,32.7068165027,-948.888647112,0.14667,-28.45,33.6,-24.85,1.89,10.64,7.55
16147,442.15,20.0,4669.0718,2.85580171055,12.1396318346,-1753.76947027,0.16991,-14.49,29.72,-22.35,1.75,9.12,4.07
16148,568.15,23.0,3498.0359,0.900530315981,28.7577194073,-625.97776227,0.15444,-17.93,27.46,-20.55,1.6,8.51,3.98
16149,511.15,35.0,12388.6147,3.37053772268,52.3811828329,-1102.42436109,0.11936,-20.61,43.13,-29.6,2.25,15.77,12.24
16150,177.15,27.0,1815.199,0.0338763929603,0.596748397568,-353.827722647,0.37125,-0.73,25.61,-18.68,1.51,8.44,3.92
16151,456.15,25.0,4207.9112,4.47425108482,18.1365689539,-688.97994851,0.17224,-14.56,29.78,-21.91,1.7,9.57,6.65
16152,404.15,42.0,19153.0555,3.94740444723,13.3117412824,-3232.02754152,0.18173,-15.34,55.21,-35.53,2.31,21.99,12.96
16153,490.5,51.0,11352.0255,5.92024787826,9.07203300259,-1340.18975209,0.1889,-20.6,52.4,-34.38,2.62,20.65,11.46
16154,377.15,45.0,7579.4688,3.60920102654,17.326106077,-963.947988699,0.15969,-13.33,43.86,-30.05,2.21,16.02,7.74
16155,435.15,27.0,3219.9662,2.14963217784,12.8709026039,-975.878947372,0.19405,-9.29,30.42,-22.15,1.78,10.05,1.97
16156,337.15,26.0,1590.2818,0.853437677865,6.51816439421,-658.376152833,0.30076,-6.41,28.25,-17.44,1.52,12.34,6.74
16157,453.0,49.0,13445.913,5.88650429117,21.4983518333,-1319.76547505,0.13648,-17.96,53.15,-35.96,2.7,19.88,11.01
16158,345.5,28.0,9119.0306,2.24354424962,13.6363081936,-1573.21686219,0.15834,-10.45,36.92,-26.35,2.04,12.6,6.17
16159,431.15,37.0,8341.4833,2.59152820745,18.0575221404,-1682.90593787,0.19301,-12.02,42.68,-29.52,2.24,15.41,6.69
16160,233.15,36.0,4270.4358,0.483132642242,2.47429569373,-471.753942591,0.26252,-1.83,36.19,-24.29,2.0,13.9,5.86
16161,573.15,19.0,3129.8677,2.17914042457,19.9921055699,-589.530445474,0.18705,-17.6,24.42,-18.02,1.44,7.84,6.27
16162,412.15,29.0,4531.0751,3.63697195068,17.9833702792,-778.753893892,0.11384,-18.53,32.08,-23.49,1.85,10.45,4.24
16163,473.15,53.0,9470.0644,3.17499117164,10.5980794557,-968.783172413,0.20552,-9.63,50.0,-33.71,2.6,18.88,7.69
16164,185.45,14.0,2261.5943,2.79133128274,3.81587844277,-1788.78263952,0.30203,-3.15,23.6,-15.25,1.38,9.73,3.06
16165,203.15,27.0,1618.0627,1.45058951465,5.74398321986,-390.931445524,0.33587,-5.58,26.58,-18.79,1.54,9.33,4.75
16166,444.15,42.0,7749.3762,4.7746440925,20.510758055,-969.438129901,0.18449,-76025.64,45.62,-31.48,2.36,16.5,5.57
16167,359.15,32.0,4966.9759,2.56583479203,7.96102384056,-730.673973493,0.20761,-11.9,34.79,-24.42,1.95,12.33,7.49
16168,513.5,38.0,12132.0151,7.78021105498,28.2278627776,-1104.50702455,0.12323,-17.07,44.81,-30.56,2.32,16.57,11.95
16169,384.5,23.0,1748.5059,1.87918259624,6.1577411995,-611.967748316,0.33729,-12.7,22.89,-18.04,1.43,6.27,3.32
16170,332.15,34.0,4295.4816,3.14535762196,8.0494950295,-834.094120397,0.18611,-7.85,36.28,-23.03,1.94,15.19,7.32
16171,320.15,46.0,8489.8062,3.8320762649,14.4803301502,-981.220057114,0.1838,-12.91,46.99,-31.36,2.39,18.02,8.23
16172,366.15,49.0,11486.0674,6.96312392321,15.3467868425,-1227.68876968,0.09146,-19.88,49.65,-33.45,2.51,18.71,10.89
16173,506.15,48.0,18154.1742,5.0631856553,39.1430618138,-1165.70917801,0.16985,-21.69,51.88,-36.19,2.72,18.41,10.49
16174,527.0,51.0,9282.4011,4.7230550759,28.0067916642,-1004.7097093,0.18585,-16.28,45.35,-31.84,2.34,15.84,7.92
16175,497.15,32.0,6568.5576,0.0001,37.2556205009,-827.438973155,0.12918,-13.48,36.04,-26.3,2.0,11.75,2.25
16176,268.15,37.0,4553.4994,0.669743391158,2.34569330263,-509.804188061,0.30942,-3.93,37.71,-24.65,2.0,15.06,6.56
16177,524.0,33.0,10806.7984,2.4766244891,26.0947251166,-1808.91527339,0.15539,-22.9,41.44,-29.44,2.19,14.19,6.89
16178,570.0,51.0,7864.1419,10.2528191957,30.3315804046,-1153.92049438,0.21376,-29.31,44.74,-31.31,2.27,15.7,8.71
16179,414.15,73.0,29305.7693,5.53603315561,80.6713760108,-2936.93251149,0.16101,-62.96,78.16,-49.18,3.63,32.61,12.81
16180,275.15,51.0,9703.5576,0.598455060969,2.91991765295,-668.327263486,0.26737,-2.26,49.57,-32.72,2.64,19.49,7.34
16181,438.15,51.0,16487.1212,4.28167166186,16.0515428713,-1407.29406035,0.196,-21.81,55.59,-36.31,2.72,22.0,10.57
16182,339.15,26.0,3337.6325,1.70805501375,10.224167751,-614.972299261,0.16896,-7.84,29.42,-21.51,1.69,9.6,6.12
16183,523.15,31.0,4912.321,12.4257909145,36.6413583283,-925.415597398,0.20716,-47.58,34.7,-24.63,1.9,11.97,3.24
16184,462.15,32.0,9670.8291,2.54206434616,31.5560593533,-968.040987175,0.11687,-15.59,37.82,-27.62,2.06,12.26,8.55
16185,394.15,17.0,2326.9226,5.9204173282,17.4846123466,-496.976057079,0.14644,-11.22,22.56,-16.13,1.31,7.73,5.38
16186,361.15,16.0,1415.096,0.945609226901,8.0942061439,-353.758006082,0.17274,-90209.01,22.73,-18.47,1.48,5.74,1.75
16187,503.15,67.0,13724.3007,4.9707533765,31.7273335783,-1687.08863727,0.17936,-26.78,60.68,-38.26,2.79,25.21,13.63
16188,477.15,25.0,3953.0287,5.35175169547,14.6712352466,-688.960651432,0.14491,-11.09,28.6,-21.25,1.66,9.0,5.9
16189,458.15,35.0,8189.5668,2.40777820615,18.6556137366,-1337.94068991,0.18587,-17.48,40.35,-27.91,2.2,14.64,7.83
16190,320.15,21.0,2272.2498,3.59282100306,13.808241098,-495.572530398,0.20988,-11.58,24.91,-17.9,1.44,8.45,6.21
16191,266.15,33.0,2426.9924,0.0531733015714,0.297894041565,-432.447532195,0.37446,-0.7,28.66,-21.71,1.73,8.68,3.32
16192,311.15,14.0,4156.2393,1.89049667548,6.79308383873,-5429.21307832,0.20455,-5.51,22.8,-17.77,1.46,6.49,0.47
16193,370.15,13.0,1339.4933,1.50204149077,10.6415178654,-663.728729372,0.20346,-9.38,18.37,-14.45,1.18,5.1,1.49
16194,495.65,81.0,54870.101,12.6580826648,68.6773384411,-1950.81063312,0.13219,-28.78,78.02,-54.55,3.98,27.45,9.44
16195,403.65,69.0,19076.0829,7.08764318303,60.5382212658,-1461.00779861,0.16783,-23.4,67.78,-42.55,3.26,28.49,11.69
16196,352.15,25.0,4113.0567,5.17060089448,14.6670028837,-974.651185748,0.19727,-8.67,28.5,-21.68,1.72,8.55,1.23
16197,448.15,38.0,6827.6096,3.36425896001,20.9213575951,-864.273954868,0.16778,-12.55,40.46,-27.3,2.09,15.25,7.32
16198,316.15,32.0,5646.9239,1.26274970204,10.3445934608,-726.824613305,0.20008,-9.46,33.09,-24.59,1.92,10.42,2.12
16199,393.15,40.0,13027.3596,0.808807078357,32.0661281144,-1218.0361187,0.14353,-23.61,45.92,-32.39,2.43,15.97,9.55
16200,490.15,33.0,10625.3609,3.50216836974,22.3809553793,-1780.02667467,0.12574,-16.33,41.79,-29.72,2.26,14.32,6.93
16201,395.65,44.0,13407.9097,4.23194256341,10.1155221393,-1485.49908626,0.1643,-21.92,49.58,-33.07,2.47,18.98,8.39
16202,480.15,68.0,15540.2222,2.66296010672,17.9286537646,-1311.5441274,0.16246,-13.37,66.07,-40.66,3.13,28.54,9.89
16203,341.15,14.0,6506.077,2.40131601835,10.4875197182,-4286.82291602,0.17803,-8.84,26.93,-20.8,1.62,7.75,0.66
16204,431.15,49.0,9905.6189,2.77308470119,15.495071458,-1153.47006078,0.16404,-9.39,49.02,-33.95,2.54,17.61,9.16
16205,466.15,15.0,2519.05,2.843428617,10.2858032195,-967.742625953,0.13982,-9.55,21.98,-16.9,1.36,6.44,4.26
16206,453.15,37.0,21389.7558,3.47805430377,26.3850921041,-3621.18185385,0.10515,-13.7,46.08,-33.74,2.48,14.83,6.25
16207,523.15,48.0,7652.7938,10.6352521277,31.1798102894,-1226.66501996,0.14925,-36.85,43.83,-30.03,2.17,15.98,9.62
16208,348.15,28.0,4351.9571,5.5726278442,22.0484829991,-669.588070056,0.24931,-19.15,31.05,-21.28,1.72,11.49,6.94
16209,461.15,52.0,7687.04,1.36303702811,14.5988808068,-893.564886474,0.22515,-8.47,44.76,-32.08,2.38,15.06,5.91
16210,380.65,28.0,4385.9933,5.29212871726,16.11217923,-719.715236211,0.1684,-15.13,31.07,-22.52,1.84,10.39,5.51
16211,305.65,87.0,22049.2212,5.13282749856,15.7054574585,-1549.82016142,0.2858,-18.14,83.48,-47.02,3.67,40.13,11.55
16212,405.15,36.0,6610.3368,3.84225792341,11.8932970887,-788.031394563,0.16063,-13.56,39.76,-27.04,2.09,14.8,7.17
16213,434.15,39.0,4682.4874,2.7077300364,10.7493313141,-677.349372647,0.20142,-8.2,37.77,-26.02,2.04,13.79,7.24
16214,440.15,27.0,6443.5249,2.93441126804,14.9102673665,-1423.37362115,0.14299,-14.2,35.19,-24.62,1.91,12.47,11.05
16215,457.15,38.0,10260.9329,3.25129118505,49.2941015192,-1514.95717971,0.13176,-27.19,45.76,-30.53,2.23,17.47,6.67
16216,388.15,19.0,2183.0812,3.87115976162,5.85884940069,-515.251407635,0.15669,-10.19,23.24,-17.39,1.33,7.18,3.39
16217,410.15,31.0,6757.3411,5.19383482025,21.9159029711,-805.491322981,0.14454,-13.15,35.83,-26.05,1.96,11.75,7.03
16218,428.15,45.0,22122.1712,0.569534590697,22.4345342691,-2555.06090542,0.17763,-14.12,55.78,-35.3,2.32,22.8,15.55
16219,343.0,25.0,3918.7394,5.03612382393,15.7350835457,-1388.21567646,0.16873,-16.32,32.23,-23.14,1.76,10.85,7.01
16220,348.15,30.0,4550.3002,0.532093525614,8.49204860031,-618.150020168,0.16371,-5.87,32.52,-23.7,1.82,10.64,4.8
16221,497.15,39.0,9284.1657,2.06277849029,22.0346929752,-1030.74986753,0.16667,-15.49,43.71,-30.39,2.33,15.64,7.91
16222,410.15,16.0,1199.2795,3.8272561921,11.471536466,-438.054910324,0.2027,-13.27,19.98,-14.9,1.2,6.29,5.02
16223,526.65,46.0,12109.8604,9.70317339328,40.9245871173,-1262.94137348,0.15379,-29.2,46.74,-33.19,2.45,16.0,6.53
16224,352.15,26.0,5143.784,5.03809722117,17.0875726,-818.224652685,0.13419,-13.1,31.94,-22.65,1.73,11.02,8.71
16225,464.15,57.0,22973.6509,4.24815235838,21.8861517785,-1487.77292111,0.13108,-19.65,62.26,-41.77,3.12,23.61,8.45
16226,354.15,18.0,2845.1855,3.44123927387,15.7311427935,-936.717576553,0.18133,-12.81,25.75,-18.16,1.45,9.05,6.03
16227,522.15,37.0,13786.8322,2.46592000276,11.0375140548,-2134.26701441,0.16351,-11.66,45.65,-31.76,2.34,16.22,7.65
16228,419.15,24.0,3244.8362,1.71221656341,10.856942892,-647.819981283,0.1528,-8.19,28.16,-21.2,1.58,8.53,0.91
16229,512.15,22.0,4681.2431,1.84349641171,32.0964778865,-1076.99993894,0.11497,-15.27,29.01,-22.27,1.64,8.38,2.51
16230,383.0,36.0,6660.3533,2.04068564213,12.0285038438,-1049.39908573,0.17218,-15.15,40.23,-27.54,2.07,14.75,8.81
16231,460.15,17.0,2547.31,3.90773299625,9.86496899336,-584.347103822,0.15038,-10.24,22.0,-16.77,1.31,6.54,4.89
16232,402.15,17.0,3525.6458,2.60542182957,11.1536857186,-584.293399259,0.13817,-6.54,22.43,-16.87,1.32,6.89,2.89
16233,389.15,18.0,2410.2331,5.70928890669,12.6349879244,-572.270443502,0.18698,-10.84,23.1,-16.99,1.33,7.44,5.81
16234,363.0,55.0,11383.3514,1.18314687592,14.3542941216,-1267.68208566,0.26672,-22.62,54.96,-34.73,2.71,22.94,11.46
16235,334.15,24.0,2962.9432,3.88373624748,9.82441082406,-1258.87365023,0.16503,-10.45,30.42,-21.3,1.64,10.77,7.22
16236,412.4,57.0,37915.8607,4.19150073124,48.8182333819,-2127.81497286,0.19209,-19.13,60.96,-43.72,3.27,20.51,5.9
16237,418.0,63.0,19495.4098,5.36636282318,40.5926166163,-2786.96594205,0.15889,-23.77,69.44,-42.86,3.1,29.69,8.59
16238,365.15,24.0,2661.3889,2.62033035704,15.526624905,-534.939251342,0.22209,-14.5,27.17,-19.49,1.55,9.24,3.66
16239,302.15,14.0,2010.7171,1.78144598852,15.3671051291,-324.707155558,0.23334,-11.35,18.84,-13.05,1.14,6.93,5.4
16240,366.15,16.0,2480.9633,5.59377199124,23.8092920716,-811.286447401,0.19971,-14.13,22.13,-17.1,1.34,6.37,0.86
16241,307.15,23.0,1511.0318,4.04487549129,9.05789300555,-442.652145714,0.21488,-9.71,23.88,-17.79,1.43,7.52,4.89
16242,369.15,23.0,4686.6642,2.59122509443,17.1909570382,-972.850076498,0.18285,-13.27,28.97,-21.25,1.65,9.38,6.41
16243,395.15,30.0,5390.4665,2.51831898496,5.88894412692,-1202.29452401,0.16354,-12.31,36.25,-24.14,1.87,13.98,5.07
16244,473.15,37.0,12180.9887,6.64358667438,26.7303042841,-1079.82772124,0.1296,-22.6,43.42,-30.86,2.28,14.83,7.75
16245,324.23,51.0,8814.8736,1.42634427822,8.88124652512,-705.442631424,0.33201,-5.48,47.76,-31.74,2.59,18.6,6.26
16246,328.15,18.0,4565.4516,3.33328474781,10.6498301386,-3221.2849802,0.16363,-8.2,26.18,-19.29,1.51,8.4,6.83
16247,433.15,39.0,6246.7251,6.39533924276,26.2903489066,-955.759820914,0.18606,-22.27,38.92,-27.47,2.04,13.49,7.15
16248,426.15,38.0,13407.568,4.52285889234,39.9877200184,-1236.85496228,0.12076,-18.32,43.84,-31.4,2.33,14.77,11.81
16249,359.15,12.0,4294.6439,1.16755956165,4.02417984315,-5932.66428923,0.21171,-3.66,23.36,-18.16,1.44,6.64,2.16
16250,424.15,40.0,9182.055,2.8815131112,44.8366251625,-1071.91267603,0.1813,-31.62,43.33,-30.11,2.33,15.56,10.28
16251,312.15,17.0,1338.8683,2.7765323751,9.45545623014,-426.161962549,0.2107,-7.81,20.71,-15.38,1.23,6.56,4.04
16252,412.5,28.0,10489.0704,4.75914543589,7.12649733039,-5737.70914987,0.16178,-8.69,36.27,-26.74,2.05,11.58,3.1
16253,371.15,34.0,5950.4847,3.70984215567,13.0305827836,-786.847192279,0.14771,-9.88,36.65,-25.99,1.97,12.63,6.66
16254,397.0,48.0,10420.0134,1.30885174485,20.8221280894,-1103.86382246,0.1579,-16.44,49.24,-33.69,2.51,18.07,5.68
16255,316.52,29.0,5388.3718,1.89195993879,23.6577877328,-1797.54319338,0.2567,-17.43,35.33,-25.08,2.01,12.25,5.39
16256,434.15,36.0,9403.6022,1.10146294536,26.197790825,-1103.49557603,0.16301,-18.58,41.75,-29.5,2.22,14.46,8.47
16257,472.15,57.0,12220.657,2.81330930045,15.6314637123,-1344.70448641,0.2045,-21.4,58.06,-36.9,2.91,24.08,12.88
16258,415.15,17.0,1870.4568,6.01664596682,16.2665869939,-744.968137487,0.12947,-14.31,22.69,-17.15,1.37,6.91,3.66
16259,428.0,66.0,20798.1814,7.61831677078,25.6360435266,-2366.69815314,0.16674,-23.33,70.66,-45.08,3.33,28.9,9.27
16260,501.15,24.0,3650.0771,4.19178803376,37.7645782536,-721.257121543,0.18267,-38.29,28.71,-20.44,1.62,9.89,6.92
16261,365.15,18.0,3922.7344,4.80440977749,20.5554773126,-1279.72925704,0.18298,-11.41,25.41,-18.85,1.47,8.03,2.88
16262,198.15,19.0,966.0892,0.604657010213,2.52843381563,-273.921478607,0.3096,-3.53,21.46,-14.63,1.22,8.04,5.24
16263,377.15,42.0,9532.6922,8.55428174308,38.074093369,-1202.09989403,0.14807,-17.18,46.93,-31.26,2.39,18.07,11.95
16264,401.65,39.0,7913.5761,1.93926370306,12.2617962775,-1266.59089863,0.19009,-16.37,42.38,-28.22,2.02,16.19,4.99
16265,455.65,45.0,9559.8806,3.65473992235,26.9144393165,-1059.31711882,0.16097,-13.57,48.4,-31.54,2.4,19.25,8.43
16266,323.15,18.0,4768.5599,4.77520365639,12.2628146765,-1676.6571946,0.19734,-9.23,27.4,-20.18,1.44,8.65,5.06
16267,362.15,29.0,3970.9503,3.57495950467,12.8392409406,-671.322200642,0.15807,-9.68,31.2,-23.01,1.75,9.94,5.64
16268,320.15,25.0,2715.9928,1.79014052242,6.1443781093,-787.710275021,0.21282,-6.08,28.4,-20.75,1.61,9.26,4.27
16269,474.65,22.0,6843.0115,0.0,15.8510161561,-1531.70732051,0.17761,-5.65,30.53,-23.4,1.79,8.92,5.04
16270,467.15,35.0,5753.3981,6.81735743085,23.2972461491,-787.063673555,0.16832,-16.67,36.21,-26.54,2.03,11.71,5.63
16271,258.15,45.0,6336.3773,0.536941449322,2.4597148412,-589.689242238,0.26693,-2.0,42.96,-28.56,2.31,16.71,6.48
16272,372.15,29.0,4240.7322,2.28958790397,8.44847063971,-634.193447651,0.16401,-7.44,31.97,-23.29,1.78,10.45,4.84
